Image_Path,Wall_Length_Meters,Bricks,Cement_Bags,Sand_Volume_m3
ideathon\images\5_8.jpg,1866.6,327474,1120,4479.84
ideathon\images\5_9.jpg,875.5,153596,525,2101.2
ideathon\images\60_1.jpg,1000.16,175467,600,2400.38
ideathon\images\60_10.jpg,1300.54,228165,780,3121.3
ideathon\images\60_11.jpg,1134.39,199016,681,2722.54
ideathon\images\60_12.jpg,1681.14,294937,1009,4034.74
ideathon\images\60_13.jpg,4111.76,721361,2467,9868.22
ideathon\images\60_14.jpg,1126.21,197581,676,2702.9
ideathon\images\60_15.jpg,1780.67,312398,1068,4273.61
ideathon\images\60_16.jpg,1826.62,320460,1096,4383.89
ideathon\images\60_17.jpg,2322.49,407454,1393,5573.98
ideathon\images\60_18.jpg,2293.07,402293,1376,5503.37
ideathon\images\60_19.jpg,2327.31,408300,1396,5585.54
ideathon\images\60_2.jpg,2624.11,460370,1574,6297.86
ideathon\images\60_20.jpg,2427.05,425798,1456,5824.92
ideathon\images\60_21.jpg,1052.25,184605,631,2525.4
ideathon\images\60_22.jpg,1080.81,189616,648,2593.94
ideathon\images\60_23.jpg,2602.21,456528,1561,6245.3
ideathon\images\60_24.jpg,1471.74,258200,883,3532.18
ideathon\images\60_25.jpg,1613.14,283007,968,3871.54
ideathon\images\60_26.jpg,1492.83,261900,896,3582.79
ideathon\images\60_27.jpg,1953.42,342705,1172,4688.21
ideathon\images\60_28.jpg,846.75,148553,508,2032.2
ideathon\images\60_29.jpg,928.16,162835,557,2227.58
ideathon\images\60_3.jpg,1866.6,327474,1120,4479.84
ideathon\images\60_30.jpg,1319.19,231437,792,3166.06
ideathon\images\60_4.jpg,2244.5,393772,1347,5386.8
ideathon\images\60_5.jpg,1069.55,187640,642,2566.92
ideathon\images\60_6.jpg,1400.87,245767,841,3362.09
ideathon\images\60_7.jpg,1109.05,194570,665,2661.72
ideathon\images\60_8.jpg,2099.55,368342,1260,5038.92
ideathon\images\60_9.jpg,2386.77,418732,1432,5728.25
ideathon\images\61_1.jpg,2659.12,466512,1595,6381.89
ideathon\images\61_10.jpg,2203.05,386500,1322,5287.32
ideathon\images\61_11.jpg,2093.38,367260,1256,5024.11
ideathon\images\61_12.jpg,712.43,124988,427,1709.83
ideathon\images\61_13.jpg,2761.88,484540,1657,6628.51
ideathon\images\61_14.jpg,2241.46,393239,1345,5379.5
ideathon\images\61_15.jpg,1911.54,335358,1147,4587.7
ideathon\images\61_16.jpg,1199.84,210498,720,2879.62
ideathon\images\61_17.jpg,1966.25,344956,1180,4719.0
ideathon\images\61_18.jpg,2181.6,382737,1309,5235.84
ideathon\images\61_19.jpg,1918.6,336596,1151,4604.64
ideathon\images\61_2.jpg,1682.56,295186,1010,4038.14
ideathon\images\61_20.jpg,615.98,108067,370,1478.35
ideathon\images\61_21.jpg,9387.78,1646979,5633,22530.67
ideathon\images\61_22.jpg,2114.45,370956,1269,5074.68
ideathon\images\61_23.jpg,1174.0,205965,704,2817.6
ideathon\images\61_24.jpg,1348.37,236556,809,3236.09
ideathon\images\61_25.jpg,2507.2,439860,1504,6017.28
ideathon\images\61_26.jpg,1079.45,189377,648,2590.68
ideathon\images\61_27.jpg,1197.93,210163,719,2875.03
ideathon\images\61_28.jpg,947.46,166221,568,2273.9
ideathon\images\61_29.jpg,1228.43,215514,737,2948.23
ideathon\images\61_3.jpg,996.18,174768,598,2390.83
ideathon\images\61_30.jpg,1201.94,210867,721,2884.66
ideathon\images\61_4.jpg,1036.41,181826,622,2487.38
ideathon\images\61_5.jpg,2081.93,365251,1249,4996.63
ideathon\images\61_6.jpg,2427.3,425842,1456,5825.52
ideathon\images\61_7.jpg,1780.56,312379,1068,4273.34
ideathon\images\61_8.jpg,2305.18,404418,1383,5532.43
ideathon\images\61_9.jpg,2241.87,393311,1345,5380.49
ideathon\images\62_1.jpg,2104.32,369179,1263,5050.37
ideathon\images\62_10.jpg,2624.11,460370,1574,6297.86
ideathon\images\62_11.jpg,2244.5,393772,1347,5386.8
ideathon\images\62_12.jpg,2076.91,364370,1246,4984.58
ideathon\images\62_13.jpg,1069.55,187640,642,2566.92
ideathon\images\62_14.jpg,1400.87,245767,841,3362.09
ideathon\images\62_15.jpg,1239.46,217449,744,2974.7
ideathon\images\62_16.jpg,1109.05,194570,665,2661.72
ideathon\images\62_17.jpg,2099.55,368342,1260,5038.92
ideathon\images\62_18.jpg,371.22,65126,223,890.93
ideathon\images\62_19.jpg,2386.77,418732,1432,5728.25
ideathon\images\62_2.jpg,555.67,97486,333,1333.61
ideathon\images\62_20.jpg,1300.54,228165,780,3121.3
ideathon\images\62_21.jpg,1688.03,296146,1013,4051.27
ideathon\images\62_22.jpg,1940.48,340435,1164,4657.15
ideathon\images\62_23.jpg,2081.93,365251,1249,4996.63
ideathon\images\62_24.jpg,1134.39,199016,681,2722.54
ideathon\images\62_25.jpg,1392.23,244251,835,3341.35
ideathon\images\62_26.jpg,1126.21,197581,676,2702.9
ideathon\images\62_27.jpg,1780.67,312398,1068,4273.61
ideathon\images\62_28.jpg,1826.62,320460,1096,4383.89
ideathon\images\62_29.jpg,2128.75,373465,1277,5109.0
ideathon\images\62_3.jpg,2035.89,357174,1222,4886.14
ideathon\images\62_30.jpg,2427.3,425842,1456,5825.52
ideathon\images\62_4.jpg,1363.65,239237,818,3272.76
ideathon\images\62_5.jpg,2305.53,404479,1383,5533.27
ideathon\images\62_6.jpg,5254.19,921788,3153,12610.06
ideathon\images\62_7.jpg,2290.4,401825,1374,5496.96
ideathon\images\62_8.jpg,1003.29,176016,602,2407.9
ideathon\images\62_9.jpg,1306.18,229154,784,3134.83
ideathon\images\63_1.jpg,1958.66,343625,1175,4700.78
ideathon\images\63_10.jpg,711.66,124853,427,1707.98
ideathon\images\63_11.jpg,1193.01,209300,716,2863.22
ideathon\images\63_12.jpg,1608.41,282177,965,3860.18
ideathon\images\63_13.jpg,1138.03,199654,683,2731.27
ideathon\images\63_14.jpg,591.75,103816,355,1420.2
ideathon\images\63_15.jpg,1244.66,218361,747,2987.18
ideathon\images\63_16.jpg,1082.51,189914,650,2598.02
ideathon\images\63_17.jpg,903.64,158533,542,2168.74
ideathon\images\63_18.jpg,2370.21,415826,1422,5688.5
ideathon\images\63_19.jpg,1377.27,241626,826,3305.45
ideathon\images\63_2.jpg,1607.68,282049,965,3858.43
ideathon\images\63_20.jpg,1317.05,231061,790,3160.92
ideathon\images\63_21.jpg,2164.79,379788,1299,5195.5
ideathon\images\63_22.jpg,1530.6,268526,918,3673.44
ideathon\images\63_23.jpg,1058.51,185704,635,2540.42
ideathon\images\63_24.jpg,1695.77,297504,1017,4069.85
ideathon\images\63_25.jpg,1519.35,266553,912,3646.44
ideathon\images\63_26.jpg,1698.77,298030,1019,4077.05
ideathon\images\63_27.jpg,1989.7,349070,1194,4775.28
ideathon\images\63_28.jpg,1451.01,254563,871,3482.42
ideathon\images\63_29.jpg,2713.03,475970,1628,6511.27
ideathon\images\63_3.jpg,1034.21,181440,621,2482.1
ideathon\images\63_30.jpg,1147.92,201389,689,2755.01
ideathon\images\63_4.jpg,1355.53,237812,813,3253.27
ideathon\images\63_5.jpg,3414.97,599118,2049,8195.93
ideathon\images\63_6.jpg,3603.5,632193,2162,8648.4
ideathon\images\63_7.jpg,1913.85,335763,1148,4593.24
ideathon\images\63_8.jpg,503.93,88409,302,1209.43
ideathon\images\63_9.jpg,1554.2,272667,933,3730.08
ideathon\images\64_1.jpg,2661.18,466874,1597,6386.83
ideathon\images\64_10.jpg,4927.73,864514,2957,11826.55
ideathon\images\64_11.jpg,14120.59,2477296,8472,33889.42
ideathon\images\64_12.jpg,2100.03,368426,1260,5040.07
ideathon\images\64_13.jpg,9468.61,1661160,5681,22724.66
ideathon\images\64_14.jpg,1079.45,189377,648,2590.68
ideathon\images\64_15.jpg,1421.75,249430,853,3412.2
ideathon\images\64_16.jpg,8289.64,1454323,4974,19895.14
ideathon\images\64_17.jpg,11620.34,2038656,6972,27888.82
ideathon\images\64_18.jpg,31997.55,5613605,19199,76794.12
ideathon\images\64_19.jpg,4313.88,756821,2588,10353.31
ideathon\images\64_2.jpg,2406.88,422260,1444,5776.51
ideathon\images\64_20.jpg,2070.74,363288,1242,4969.78
ideathon\images\64_21.jpg,1719.84,301726,1032,4127.62
ideathon\images\64_22.jpg,2122.35,372342,1273,5093.64
ideathon\images\64_23.jpg,418.97,73504,251,1005.53
ideathon\images\64_24.jpg,2144.45,376219,1287,5146.68
ideathon\images\64_25.jpg,11761.92,2063495,7057,28228.61
ideathon\images\64_26.jpg,16478.45,2890956,9887,39548.28
ideathon\images\64_27.jpg,4601.3,807246,2761,11043.12
ideathon\images\64_28.jpg,1477.89,259279,887,3546.94
ideathon\images\64_29.jpg,1665.13,292128,999,3996.31
ideathon\images\64_3.jpg,3228.17,566346,1937,7747.61
ideathon\images\64_30.jpg,1894.4,332351,1137,4546.56
ideathon\images\64_4.jpg,10393.89,1823489,6236,24945.34
ideathon\images\64_5.jpg,2795.99,490525,1678,6710.38
ideathon\images\64_6.jpg,3411.59,598525,2047,8187.82
ideathon\images\64_7.jpg,2707.94,475077,1625,6499.06
ideathon\images\64_8.jpg,9387.78,1646979,5633,22530.67
ideathon\images\64_9.jpg,2114.45,370956,1269,5074.68
ideathon\images\65_1.jpg,1260.61,221160,756,3025.46
ideathon\images\65_10.jpg,1151.33,201988,691,2763.19
ideathon\images\65_11.jpg,961.44,168674,577,2307.46
ideathon\images\65_12.jpg,3586.16,629151,2152,8606.78
ideathon\images\65_13.jpg,1187.91,208405,713,2850.98
ideathon\images\65_14.jpg,5632.67,988188,3380,13518.41
ideathon\images\65_15.jpg,1338.16,234765,803,3211.58
ideathon\images\65_16.jpg,2611.47,458153,1567,6267.53
ideathon\images\65_17.jpg,726.62,127477,436,1743.89
ideathon\images\65_18.jpg,2849.01,499826,1709,6837.62
ideathon\images\65_19.jpg,1919.18,336698,1152,4606.03
ideathon\images\65_2.jpg,1000.16,175467,600,2400.38
ideathon\images\65_20.jpg,1406.78,246804,844,3376.27
ideathon\images\65_21.jpg,1117.0,195965,670,2680.8
ideathon\images\65_22.jpg,1686.37,295854,1012,4047.29
ideathon\images\65_23.jpg,1627.82,285582,977,3906.77
ideathon\images\65_24.jpg,2838.59,497998,1703,6812.62
ideathon\images\65_25.jpg,1493.76,262063,896,3585.02
ideathon\images\65_26.jpg,2801.53,491496,1681,6723.67
ideathon\images\65_27.jpg,1006.0,176491,604,2414.4
ideathon\images\65_28.jpg,1384.28,242856,831,3322.27
ideathon\images\65_29.jpg,2233.72,391881,1340,5360.93
ideathon\images\65_3.jpg,845.23,148286,507,2028.55
ideathon\images\65_30.jpg,1467.07,257381,880,3520.97
ideathon\images\65_4.jpg,1036.41,181826,622,2487.38
ideathon\images\65_5.jpg,2427.3,425842,1456,5825.52
ideathon\images\65_6.jpg,694.11,121774,416,1665.86
ideathon\images\65_7.jpg,1288.63,226075,773,3092.71
ideathon\images\65_8.jpg,1089.33,191111,654,2614.39
ideathon\images\65_9.jpg,2318.8,406807,1391,5565.12
ideathon\images\66_1.jpg,1346.76,236274,808,3232.22
ideathon\images\66_10.jpg,1996.97,350346,1198,4792.73
ideathon\images\66_11.jpg,1593.11,279493,956,3823.46
ideathon\images\66_12.jpg,1102.45,193412,661,2645.88
ideathon\images\66_13.jpg,955.94,167709,574,2294.26
ideathon\images\66_14.jpg,1729.08,303347,1037,4149.79
ideathon\images\66_15.jpg,1457.71,255739,875,3498.5
ideathon\images\66_16.jpg,735.44,129025,441,1765.06
ideathon\images\66_17.jpg,2025.09,355279,1215,4860.22
ideathon\images\66_18.jpg,418.97,73504,251,1005.53
ideathon\images\66_19.jpg,2274.02,398951,1364,5457.65
ideathon\images\66_2.jpg,2274.2,398982,1365,5458.08
ideathon\images\66_20.jpg,2469.16,433186,1481,5925.98
ideathon\images\66_21.jpg,2165.96,379993,1300,5198.3
ideathon\images\66_22.jpg,2328.31,408475,1397,5587.94
ideathon\images\66_23.jpg,1060.42,186039,636,2545.01
ideathon\images\66_24.jpg,1209.64,212218,726,2903.14
ideathon\images\66_25.jpg,1941.94,340691,1165,4660.66
ideathon\images\66_26.jpg,718.23,126005,431,1723.75
ideathon\images\66_27.jpg,1225.97,215082,736,2942.33
ideathon\images\66_28.jpg,3105.27,544784,1863,7452.65
ideathon\images\66_29.jpg,2679.1,470018,1607,6429.84
ideathon\images\66_3.jpg,2418.41,424282,1451,5804.18
ideathon\images\66_30.jpg,616.64,108182,370,1479.94
ideathon\images\66_4.jpg,3782.07,663521,2269,9076.97
ideathon\images\66_5.jpg,1596.24,280042,958,3830.98
ideathon\images\66_6.jpg,2145.99,376489,1288,5150.38
ideathon\images\66_7.jpg,1019.48,178856,612,2446.75
ideathon\images\66_8.jpg,9468.61,1661160,5681,22724.66
ideathon\images\66_9.jpg,1253.88,219979,752,3009.31
ideathon\images\67_1.jpg,1491.23,261619,895,3578.95
ideathon\images\67_10.jpg,1126.21,197581,676,2702.9
ideathon\images\67_11.jpg,1826.62,320460,1096,4383.89
ideathon\images\67_12.jpg,2128.75,373465,1277,5109.0
ideathon\images\67_13.jpg,2427.3,425842,1456,5825.52
ideathon\images\67_14.jpg,2327.31,408300,1396,5585.54
ideathon\images\67_15.jpg,2742.09,481068,1645,6581.02
ideathon\images\67_16.jpg,3437.03,602988,2062,8248.87
ideathon\images\67_17.jpg,694.11,121774,416,1665.86
ideathon\images\67_18.jpg,2318.8,406807,1391,5565.12
ideathon\images\67_19.jpg,1463.78,256804,878,3513.07
ideathon\images\67_2.jpg,2305.53,404479,1383,5533.27
ideathon\images\67_20.jpg,2354.39,413051,1413,5650.54
ideathon\images\67_21.jpg,2132.06,374046,1279,5116.94
ideathon\images\67_22.jpg,1080.81,189616,648,2593.94
ideathon\images\67_23.jpg,1087.15,190728,652,2609.16
ideathon\images\67_24.jpg,673.43,118146,404,1616.23
ideathon\images\67_25.jpg,2897.14,508270,1738,6953.14
ideathon\images\67_26.jpg,1471.74,258200,883,3532.18
ideathon\images\67_27.jpg,1953.42,342705,1172,4688.21
ideathon\images\67_28.jpg,1848.1,324228,1109,4435.44
ideathon\images\67_29.jpg,846.75,148553,508,2032.2
ideathon\images\67_3.jpg,1003.29,176016,602,2407.9
ideathon\images\67_30.jpg,1107.71,194335,665,2658.5
ideathon\images\67_4.jpg,875.5,153596,525,2101.2
ideathon\images\67_5.jpg,1239.46,217449,744,2974.7
ideathon\images\67_6.jpg,1109.05,194570,665,2661.72
ideathon\images\67_7.jpg,2099.55,368342,1260,5038.92
ideathon\images\67_8.jpg,1134.39,199016,681,2722.54
ideathon\images\67_9.jpg,4111.76,721361,2467,9868.22
ideathon\images\68_1.jpg,1305.57,229047,783,3133.37
ideathon\images\68_10.jpg,2774.1,486684,1664,6657.84
ideathon\images\68_11.jpg,2237.35,392518,1342,5369.64
ideathon\images\68_12.jpg,1603.8,281368,962,3849.12
ideathon\images\68_13.jpg,1836.88,322260,1102,4408.51
ideathon\images\68_14.jpg,1242.67,218012,746,2982.41
ideathon\images\68_15.jpg,2753.48,483067,1652,6608.35
ideathon\images\68_16.jpg,459.55,80623,276,1102.92
ideathon\images\68_17.jpg,1527.42,267968,916,3665.81
ideathon\images\68_18.jpg,2438.48,427804,1463,5852.35
ideathon\images\68_19.jpg,1391.82,244179,835,3340.37
ideathon\images\68_2.jpg,2035.89,357174,1222,4886.14
ideathon\images\68_20.jpg,1901.21,333546,1141,4562.9
ideathon\images\68_21.jpg,1926.49,337981,1156,4623.58
ideathon\images\68_22.jpg,733.05,128605,440,1759.32
ideathon\images\68_23.jpg,2762.96,484730,1658,6631.1
ideathon\images\68_24.jpg,3575.35,627254,2145,8580.84
ideathon\images\68_25.jpg,2077.6,364491,1247,4986.24
ideathon\images\68_26.jpg,1911.54,335358,1147,4587.7
ideathon\images\68_27.jpg,2038.86,357695,1223,4893.26
ideathon\images\68_28.jpg,1295.56,227291,777,3109.34
ideathon\images\68_29.jpg,1610.71,282581,966,3865.7
ideathon\images\68_3.jpg,2290.4,401825,1374,5496.96
ideathon\images\68_30.jpg,2550.05,447377,1530,6120.12
ideathon\images\68_4.jpg,2076.91,364370,1246,4984.58
ideathon\images\68_5.jpg,2427.05,425798,1456,5824.92
ideathon\images\68_6.jpg,1027.0,180175,616,2464.8
ideathon\images\68_7.jpg,3437.03,602988,2062,8248.87
ideathon\images\68_8.jpg,2427.33,425847,1456,5825.59
ideathon\images\68_9.jpg,2005.66,351870,1203,4813.58
ideathon\images\69_1.jpg,2311.81,405581,1387,5548.34
ideathon\images\69_10.jpg,1025.59,179928,615,2461.42
ideathon\images\69_11.jpg,1714.12,300723,1028,4113.89
ideathon\images\69_12.jpg,1228.04,215446,737,2947.3
ideathon\images\69_13.jpg,1615.24,283375,969,3876.58
ideathon\images\69_14.jpg,452.81,79440,272,1086.74
ideathon\images\69_15.jpg,1665.13,292128,999,3996.31
ideathon\images\69_16.jpg,1894.4,332351,1137,4546.56
ideathon\images\69_17.jpg,3173.82,556811,1904,7617.17
ideathon\images\69_18.jpg,1093.45,191833,656,2624.28
ideathon\images\69_19.jpg,1430.44,250954,858,3433.06
ideathon\images\69_2.jpg,3228.17,566346,1937,7747.61
ideathon\images\69_20.jpg,397.45,69728,238,953.88
ideathon\images\69_21.jpg,2155.8,378211,1293,5173.92
ideathon\images\69_22.jpg,1630.02,285968,978,3912.05
ideathon\images\69_23.jpg,755.03,132461,453,1812.07
ideathon\images\69_24.jpg,727.56,127642,437,1746.14
ideathon\images\69_25.jpg,880.26,154432,528,2112.62
ideathon\images\69_26.jpg,1365.12,239495,819,3276.29
ideathon\images\69_27.jpg,898.75,157675,539,2157.0
ideathon\images\69_28.jpg,1409.58,247295,846,3382.99
ideathon\images\69_29.jpg,1360.82,238740,816,3265.97
ideathon\images\69_3.jpg,3498.83,613830,2099,8397.19
ideathon\images\69_30.jpg,868.84,152428,521,2085.22
ideathon\images\69_4.jpg,1776.86,311730,1066,4264.46
ideathon\images\69_5.jpg,1504.63,263970,903,3611.11
ideathon\images\69_6.jpg,2100.03,368426,1260,5040.07
ideathon\images\69_7.jpg,1421.75,249430,853,3412.2
ideathon\images\69_8.jpg,1719.84,301726,1032,4127.62
ideathon\images\69_9.jpg,2144.45,376219,1287,5146.68
ideathon\images\6_1.jpg,1000.16,175467,600,2400.38
ideathon\images\6_10.jpg,1300.54,228165,780,3121.3
ideathon\images\6_11.jpg,1134.39,199016,681,2722.54
ideathon\images\6_12.jpg,1681.14,294937,1009,4034.74
ideathon\images\6_13.jpg,4111.76,721361,2467,9868.22
ideathon\images\6_14.jpg,1126.21,197581,676,2702.9
ideathon\images\6_15.jpg,1780.67,312398,1068,4273.61
ideathon\images\6_16.jpg,1826.62,320460,1096,4383.89
ideathon\images\6_17.jpg,2322.49,407454,1393,5573.98
ideathon\images\6_18.jpg,2293.07,402293,1376,5503.37
ideathon\images\6_19.jpg,2327.31,408300,1396,5585.54
ideathon\images\6_2.jpg,2624.11,460370,1574,6297.86
ideathon\images\6_20.jpg,2427.05,425798,1456,5824.92
ideathon\images\6_21.jpg,1052.25,184605,631,2525.4
ideathon\images\6_22.jpg,1080.81,189616,648,2593.94
ideathon\images\6_23.jpg,2602.21,456528,1561,6245.3
ideathon\images\6_24.jpg,1471.74,258200,883,3532.18
ideathon\images\6_25.jpg,1613.14,283007,968,3871.54
ideathon\images\6_26.jpg,1492.83,261900,896,3582.79
ideathon\images\6_27.jpg,1953.42,342705,1172,4688.21
ideathon\images\6_28.jpg,846.75,148553,508,2032.2
ideathon\images\6_29.jpg,928.16,162835,557,2227.58
ideathon\images\6_3.jpg,1866.6,327474,1120,4479.84
ideathon\images\6_30.jpg,1319.19,231437,792,3166.06
ideathon\images\6_4.jpg,2244.5,393772,1347,5386.8
ideathon\images\6_5.jpg,1069.55,187640,642,2566.92
ideathon\images\6_6.jpg,1400.87,245767,841,3362.09
ideathon\images\6_7.jpg,1109.05,194570,665,2661.72
ideathon\images\6_8.jpg,2099.55,368342,1260,5038.92
ideathon\images\6_9.jpg,2386.77,418732,1432,5728.25
ideathon\images\70_1.jpg,1137.54,199568,683,2730.1
ideathon\images\70_10.jpg,2099.55,368342,1260,5038.92
ideathon\images\70_11.jpg,371.22,65126,223,890.93
ideathon\images\70_12.jpg,2386.77,418732,1432,5728.25
ideathon\images\70_13.jpg,2385.46,418502,1431,5725.1
ideathon\images\70_14.jpg,1923.6,337474,1154,4616.64
ideathon\images\70_15.jpg,2293.07,402293,1376,5503.37
ideathon\images\70_16.jpg,2625.53,460619,1575,6301.27
ideathon\images\70_17.jpg,3437.03,602988,2062,8248.87
ideathon\images\70_18.jpg,4975.58,872909,2985,11941.39
ideathon\images\70_19.jpg,1463.78,256804,878,3513.07
ideathon\images\70_2.jpg,2035.89,357174,1222,4886.14
ideathon\images\70_20.jpg,1999.88,350856,1200,4799.71
ideathon\images\70_21.jpg,2416.25,423904,1450,5799.0
ideathon\images\70_22.jpg,2354.39,413051,1413,5650.54
ideathon\images\70_23.jpg,2520.06,442116,1512,6048.14
ideathon\images\70_24.jpg,826.51,145002,496,1983.62
ideathon\images\70_25.jpg,2897.14,508270,1738,6953.14
ideathon\images\70_26.jpg,2106.05,369482,1264,5054.52
ideathon\images\70_27.jpg,2233.67,391872,1340,5360.81
ideathon\images\70_28.jpg,2602.21,456528,1561,6245.3
ideathon\images\70_29.jpg,645.1,113175,387,1548.24
ideathon\images\70_3.jpg,5254.19,921788,3153,12610.06
ideathon\images\70_30.jpg,1848.1,324228,1109,4435.44
ideathon\images\70_4.jpg,2290.4,401825,1374,5496.96
ideathon\images\70_5.jpg,1306.18,229154,784,3134.83
ideathon\images\70_6.jpg,2624.11,460370,1574,6297.86
ideathon\images\70_7.jpg,996.18,174768,598,2390.83
ideathon\images\70_8.jpg,2076.91,364370,1246,4984.58
ideathon\images\70_9.jpg,1400.87,245767,841,3362.09
ideathon\images\71_1.jpg,2364.55,414833,1419,5674.92
ideathon\images\71_10.jpg,1591.93,279286,955,3820.63
ideathon\images\71_11.jpg,1949.94,342095,1170,4679.86
ideathon\images\71_12.jpg,997.49,174998,598,2393.98
ideathon\images\71_13.jpg,2246.79,394174,1348,5392.3
ideathon\images\71_14.jpg,1446.54,253779,868,3471.7
ideathon\images\71_15.jpg,2721.0,477368,1633,6530.4
ideathon\images\71_16.jpg,1632.41,286388,979,3917.78
ideathon\images\71_17.jpg,8063.34,1414621,4838,19352.02
ideathon\images\71_18.jpg,1330.22,233372,798,3192.53
ideathon\images\71_19.jpg,1192.17,209153,715,2861.21
ideathon\images\71_2.jpg,996.18,174768,598,2390.83
ideathon\images\71_20.jpg,2492.4,437263,1495,5981.76
ideathon\images\71_21.jpg,1852.83,325058,1112,4446.79
ideathon\images\71_22.jpg,4982.1,874053,2989,11957.04
ideathon\images\71_23.jpg,972.62,170635,584,2334.29
ideathon\images\71_24.jpg,2174.1,381421,1304,5217.84
ideathon\images\71_25.jpg,1024.8,179789,615,2459.52
ideathon\images\71_26.jpg,5039.38,884102,3024,12094.51
ideathon\images\71_27.jpg,1522.57,267118,914,3654.17
ideathon\images\71_28.jpg,1735.3,304439,1041,4164.72
ideathon\images\71_29.jpg,1422.96,249642,854,3415.1
ideathon\images\71_3.jpg,615.98,108067,370,1478.35
ideathon\images\71_30.jpg,1152.88,202260,692,2766.91
ideathon\images\71_4.jpg,1348.37,236556,809,3236.09
ideathon\images\71_5.jpg,2110.26,370221,1266,5064.62
ideathon\images\71_6.jpg,1229.7,215737,738,2951.28
ideathon\images\71_7.jpg,1614.88,283312,969,3875.71
ideathon\images\71_8.jpg,1035.99,181753,622,2486.38
ideathon\images\71_9.jpg,778.2,136526,467,1867.68
ideathon\images\72_1.jpg,1954.81,342949,1173,4691.54
ideathon\images\72_10.jpg,2541.81,445932,1525,6100.34
ideathon\images\72_11.jpg,1330.15,233360,798,3192.36
ideathon\images\72_12.jpg,1740.58,305365,1044,4177.39
ideathon\images\72_13.jpg,1983.17,347925,1190,4759.61
ideathon\images\72_14.jpg,1954.28,342856,1173,4690.27
ideathon\images\72_15.jpg,0.0,0,0,0.0
ideathon\images\72_16.jpg,947.79,166279,569,2274.7
ideathon\images\72_17.jpg,1412.89,247875,848,3390.94
ideathon\images\72_18.jpg,1421.76,249432,853,3412.22
ideathon\images\72_19.jpg,918.95,161219,551,2205.48
ideathon\images\72_2.jpg,2492.93,437356,1496,5983.03
ideathon\images\72_20.jpg,601.57,105539,361,1443.77
ideathon\images\72_21.jpg,1130.73,198374,678,2713.75
ideathon\images\72_22.jpg,837.76,146975,503,2010.62
ideathon\images\72_23.jpg,496.55,87114,298,1191.72
ideathon\images\72_24.jpg,1262.23,221444,757,3029.35
ideathon\images\72_25.jpg,833.53,146233,500,2000.47
ideathon\images\72_26.jpg,1296.61,227475,778,3111.86
ideathon\images\72_27.jpg,1236.81,216984,742,2968.34
ideathon\images\72_28.jpg,1016.55,178342,610,2439.72
ideathon\images\72_29.jpg,908.14,159323,545,2179.54
ideathon\images\72_3.jpg,1616.74,283639,970,3880.18
ideathon\images\72_30.jpg,2496.48,437979,1498,5991.55
ideathon\images\72_4.jpg,1088.83,191023,653,2613.19
ideathon\images\72_5.jpg,2040.15,357921,1224,4896.36
ideathon\images\72_6.jpg,1202.88,211032,722,2886.91
ideathon\images\72_7.jpg,1621.64,284498,973,3891.94
ideathon\images\72_8.jpg,1446.61,253791,868,3471.86
ideathon\images\72_9.jpg,1820.68,319418,1092,4369.63
ideathon\images\73_1.jpg,2104.32,369179,1263,5050.37
ideathon\images\73_10.jpg,2624.11,460370,1574,6297.86
ideathon\images\73_11.jpg,2244.5,393772,1347,5386.8
ideathon\images\73_12.jpg,2076.91,364370,1246,4984.58
ideathon\images\73_13.jpg,1069.55,187640,642,2566.92
ideathon\images\73_14.jpg,1400.87,245767,841,3362.09
ideathon\images\73_15.jpg,1239.46,217449,744,2974.7
ideathon\images\73_16.jpg,1109.05,194570,665,2661.72
ideathon\images\73_17.jpg,2099.55,368342,1260,5038.92
ideathon\images\73_18.jpg,371.22,65126,223,890.93
ideathon\images\73_19.jpg,2386.77,418732,1432,5728.25
ideathon\images\73_2.jpg,555.67,97486,333,1333.61
ideathon\images\73_20.jpg,1300.54,228165,780,3121.3
ideathon\images\73_21.jpg,1688.03,296146,1013,4051.27
ideathon\images\73_22.jpg,1940.48,340435,1164,4657.15
ideathon\images\73_23.jpg,2081.93,365251,1249,4996.63
ideathon\images\73_24.jpg,1134.39,199016,681,2722.54
ideathon\images\73_25.jpg,1392.23,244251,835,3341.35
ideathon\images\73_26.jpg,1126.21,197581,676,2702.9
ideathon\images\73_27.jpg,1780.67,312398,1068,4273.61
ideathon\images\73_28.jpg,1826.62,320460,1096,4383.89
ideathon\images\73_29.jpg,2128.75,373465,1277,5109.0
ideathon\images\73_3.jpg,2035.89,357174,1222,4886.14
ideathon\images\73_30.jpg,2427.3,425842,1456,5825.52
ideathon\images\73_4.jpg,1363.65,239237,818,3272.76
ideathon\images\73_5.jpg,2305.53,404479,1383,5533.27
ideathon\images\73_6.jpg,5254.19,921788,3153,12610.06
ideathon\images\73_7.jpg,2290.4,401825,1374,5496.96
ideathon\images\73_8.jpg,1003.29,176016,602,2407.9
ideathon\images\73_9.jpg,1306.18,229154,784,3134.83
ideathon\images\74_1.jpg,2368.61,415546,1421,5684.66
ideathon\images\74_10.jpg,371.22,65126,223,890.93
ideathon\images\74_11.jpg,2128.75,373465,1277,5109.0
ideathon\images\74_12.jpg,1027.0,180175,616,2464.8
ideathon\images\74_13.jpg,2625.53,460619,1575,6301.27
ideathon\images\74_14.jpg,2742.09,481068,1645,6581.02
ideathon\images\74_15.jpg,1052.25,184605,631,2525.4
